,Unnamed: 0,year,Unnamed: 0.1,user_id,username,date,time,tweet,text,manual,textblob,nltk_tweet,sent140,emoticon,James Harden,LeBron James,Giannis Antetokounmpo,Anthony Davis,Luka Doncic,Trae Young,Nikola Jokic,Russell Westbrook,Kawhi Leonard,Chris Paul,Devin Booker,Khris Middleton,Bam Adebayo,Jayson Tatum,Kemba Walker,Jimmy Butler,Ben Simmons,Joel Embiid,Domantas Sabonis,Brandon Ingram,Pascal Siakam,Rudy Gobert,Donovan Mitchell,Kyle Lowry,Damian Lillard,DeMar DeRozan,Isaiah Thomas,John Wall,LaMarcus Aldridge,Paul George,Stephen Curry,Victor Oladipo
0,109090,2020,109090,21735948,detnewsrodbeard,1/3/2020,10:08:10,"For what it's worth, #Pistons Dwane Casey says Blake Griffin and Bruce Brown are game-time decisions for tonight at #Clippers.
#DFS",for what it be worth pistons dwane casey say blake griffin and bruce brown be game time decision for tonight at clipper dfs,1,-0.05000000000000002,1,-0.073791444,-0.1054165299947365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,597861,2020,597861,209716158,pompeyonsixers,2/23/2020,19:25:32,"Sixers lose to Bucks, 119-98, as Ben Simmons leaves early and Giannis scores 31 points  https://www.inquirer.com/sixers/philadelphia-sixers-milwaukee-bucks-ben-simmons-joel-embiid-tobias-harris--20200223.html?__vfz=medium%3Dsharebar???? via @phillyinquirer",sixer lose to buck as ben simmons leave early and giannis score point via phillyinquirer,-1,0.1,1,0.403312445,0.09310573689967416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,354080,2018,354080,15966106,yourmandevine,4/19/2018,0:21:30,"When the Pelicans traded for Mirotic, I wrote that they were making a play to save their season ?????  https://yhoo.it/2DSTh3Q?? ????? not because he'd be dominant, but because he?????d create space for AD (and to a lesser extent Jrue) to be. (1/2)",when the pelican trade for mirotic write that they be make play to save their season not because he would be dominant but because hed create space for ad and to less extent jrue to be,1,-0.16666666666666666,-1,-0.547612041,0.723919958641118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,298446,2017,298446,50721809,timbontemps,4/23/2017,9:45:34,"Column: These playoffs were supposed to be different for Toronto. Instead, the same doubts about the Raptors remain.  http://www.washingtonpost.com/news/sports/wp/2017/04/22/this-year-was-supposed-to-be-different-for-the-toronto-raptors-instead-its-more-of-the-same/????",column these playoff be suppose to be different for toronto instead the same doubt about the raptor remain,-1,0.0,-1,0.281488061,0.271633621978445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,429812,2019,429812,30070994,christopherhine,2/14/2019,10:40:19,Okogie brings the crowd to their feet as he stuffs Harden on a shot-clock violation.,okogie bring the crowd to their foot as he stuff harden on shot clock violation,-1,0.0,1,0.747817993,-0.4430431352399965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,149271,2019,149271,51189656,nypost_berman,12/17/2018,2:47:38,John Sterling back where he belongs calling #Nets basketball today. Hopefully will break out his ??Bullseye?? radio call that was best part of Nets of the 1970??s.,john sterling back where he belong call net basketball today hopefully will break out his bullseye radio call that be good part of net of the,1,0.175,1,0.025702596,-0.5462785660743982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,396526,2019,396526,21528745,andyblarsen,1/31/2019,10:36:39,"I think it is full stop very good news for the Jazz, unless Meyers Leonard or Zach Collins have like 5/7 3-point nights",think it be full stop very good news for the jazz unless meyers leonard or zach collins have like point night,1,0.6299999999999999,1,0.790189147,0.4079277641027186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,50009,2019,50009,57710919,chrisbhaynes,1/17/2019,0:41:05,"The reigning Defensive Player of the Year @RudyGobert27 joins the ??Posted Up?? podcast. Touches on blocking dunks, trash talking, slapping cups, his All-Star case, big men in today??s NBA, his future and much more.

????:  https://itunes.apple.com/us/podcast/posted-up-with-chris-haynes/id1446252794?mt=2&i=1000427703119???? pic.twitter.com/CzXFvYrnAx",the reign defensive player of the year rudygobert27 join the post up podcast touch on block dunk trash talking slap cup his all star case big man in today nba his future and much more pictwittercomczxfvyrnax,0,0.16666666666666666,1,-0.8468000290000001,-0.8651550881284397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,246656,2017,246656,17345647,talkhoops,1/20/2017,9:32:51,gotcha. I read it wrong. My bad. I agree but I also don?????t think it?????s a market thing. I think it?????s a system confusion thing,gotcha read it wrong my bad agree but also dont think its market thing think its system confusion thing,-1,-0.5999999999999999,1,0.478966355,0.7572298568469067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,472735,2019,472735,67431944,greglogan1,11/13/2018,14:54:08,"Kenny Atkinson called @CarisLeVert ""heart & soul of program, @Dloading said he tried unsuccesfully to erase vision of grotesque LeVert injury from memory & @joeharrisbball said @BrooklynNets were ""crying"" at halftime. Tough all-around in loss to #TWolves:  https://is.gd/yMe6S5??.",kenny atkinson call carislevert heart soul of program dloading say he try unsuccesfully to erase vision of grotesque levert injury from memory joeharrisbball say brooklynnet be cry at halftime tough all around in loss to twolves,-1,-0.46944444444444444,-1,-0.8379248229999999,0.7881086285538736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,172749,2019,172749,178580925,shamscharania,6/28/2018,4:01:45,NBA Commissioner Adam Silver has signed a contract extension  through the 2023-24 NBA season.,nba commissioner adam silver have sign contract extension through the nba season,0,0.0,1,-0.464135945,0.5800626286590989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,577227,2020,577227,313111003,mirjamswanson,8/20/2019,10:20:15,"The @LA_Sparks are thrilled to have Alana Beard??s voice on court again: ??Her professionalism, her competitive spirit, the way she just figures things on the court, all our guards ?? including Chelsea ?? rely so much on her IQ and things she??s able to see.?? https://www.ocregister.com/2019/08/19/sparks-alana-beard-finally-able-to-use-her-distinct-voice-on-court-again/????",the laspark be thrill to have alana beard voice on court again her professionalism her competitive spirit the way she just figure thing on the court all our guard include chelsea rely so much on her iq and thing she able to see,1,0.35,-1,-0.004102588,-0.12964234991113044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,393129,2020,393129,21528745,andyblarsen,8/10/2019,10:35:38,Donovan Mitchell now playing PG for Team USA.,donovan mitchell now play pg for team usa,0,0.0,1,0.327853918,-0.9252944564025026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13,476089,2018,476089,67431944,greglogan1,3/25/2018,10:02:02,Thrilled that #LoyolaChicago made #FinalFour. Reminds me of first time #Butler did it. But #Ramblers lack a player the caliber of #GordonHeyward. Guarantee @BrooklynNets coach Kenny Atkinson had to love Loyola??s fast-paced spread offense.,thrill that loyolachicago make finalfour remind me of first time butler do it but rambler lack player the caliber of gordonheyward guarantee brooklynnets coach kenny atkinson have to love loyola fast pace spread offense,1,0.31666666666666665,1,0.228171349,-0.27241236851070594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,141033,2019,141033,1726655856,jcowleyhoops,11/20/2018,5:47:29,"The writing was on the wall for Valentine in New Orleans, when VP of basketball operations John Paxson pulled the media aside to let them know that Valentine had hit a wall in his rehab process and would be out ""indefinitely.""",the writing be on the wall for valentine in new orleans when vp of basketball operation john paxson pull the medium aside to let them know that valentine have hit wall in his rehab process and would be out indefinitely,-1,0.13636363636363635,1,-0.081623316,-0.6927678267719182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,568819,2019,568819,32765534,billsimmons,6/12/2019,23:38:48,Here??s @JonathanTjarks on Klay Thompson ?? who??s quietly putting together one of the decade??s most fascinating careers. https://www.theringer.com/nba/2019/6/12/18662567/klay-thompson-nba-finals-game-6-warriors-raptors????,here jonathantjarks on klay thompson who quietly put together of the decade most fascinating career,1,0.39999999999999997,1,-0.373019993,-0.7554996690496847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,377500,2019,377500,369723148,adamhimmelsbach,5/10/2019,10:36:02,ESPN does a nice job with game coverage but I do get a little sad during the playoffs when it??s not a Barkley night,espn do nice job with game coverage but do get little sad during the playoff when it not barkley night,1,-0.12187500000000001,-1,-0.826955214,0.9370938604184318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,144473,2018,144473,79512108,mike_ganter,4/5/2018,8:26:40,Marcus Morris killed the Raptors Saturday in Boston. He already has four points in his first four minutes.,marcus morris kill the raptor saturday in boston he already have point in his first minute,1,0.25,-1,-0.74380517,-0.10779356570289023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,319674,2020,319674,201105510,willguillory,1/19/2020,7:15:42,"JJ Redick's leaning 3-pointer against Kawhi comes up short.

Pels fall to the Clips 133-130.

Favors had 22 & 11, Ingram 21, Ball 18, 10 & 11.

Kawhi and Lou Will combine to score 71.

Great effort from Pels, but LAC just made more plays down the stretch.",jj redick lean pointer against kawhi come up short pels fall to the clip favor have ingram ball kawhi and lou will combine to score great effort from pels but lac just make more play down the stretch,1,0.2861111111111111,1,0.14299404599999999,-0.1284180779545564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,468938,2019,468938,67431944,greglogan1,6/7/2019,14:13:16,"I don??t quite get your second and third reverse choices. I mean, DLo and Irving are together or not. If they are together, DLo will be off guard with Irving and PG when Irving is on bench. Both of those moves limit #SpencerDinwiddie, which makes him extremely vulnerable to trade.",do not quite get your second and third reverse choice mean dlo and irving be together or not if they be together dlo will be off guard with irving and pg when irving be on bench both of those move limit spencerdinwiddie which make him extremely vulnerable to trade,-1,-0.203125,-1,-0.019276321000000003,-0.5920061894485031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,470879,2019,470879,67431944,greglogan1,2/14/2019,13:38:49,"Well, LeVert was beyond the minutes window for third game back and Napier wasn??t on fire. But Kenny is adjusting to having an All-Star you have to support. Maybe he was playing odds #DLo would catch fire. Totally agreed with call.",well levert be beyond the minute window for third game back and napier be not on fire but kenny be adjust to have an all star you have to support maybe he be play odd dlo would catch fire totally agree with call,-1,-0.11333333333333333,1,-0.547214121,-0.3636367024476308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,280506,2017,280506,17345647,talkhoops,8/10/2016,1:10:54,He?????s good at passing ahead. He?????s not very strong passing within the break though. https://twitter.com/zukovka/status/763059755791347716???????,hes good at pass ahead hes not very strong passing within the break though,0,0.26666666666666666,1,-0.016648948,0.06479379703196253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,355907,2018,355907,15966106,yourmandevine,2/27/2018,7:26:52,"This is more a Rediscover Weekly: ""Ambulance"" by TV on the Radio, which, holy cow, I forgot how great this is! https://www.youtube.com/watch?v=UFY4zSVrjDo???????",this be more rediscover weekly ambulance by tv on the radio which holy cow forget how great this be,1,0.3888888888888889,1,0.033193468999999996,-0.44611966249738944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,60776,2018,60776,123777284,chrisfedor,5/20/2018,9:29:54,"Toronto's Dwane Casey called Kevin Love ""clever"" when talking about his post-ups in the last series. That was Casey's way of saying Love gets away with fouls and disguises them well. Love with a ""clever"" finish over Marcus Smart. Needs to take advantage of those mismatches.",toronto dwane casey call kevin love clever when talk about his post up in the last series that be casey way of say love get away with foul and disguise them well love with clever finish over marcus smart need to take advantage of those mismatch,-1,0.2925170068027211,-1,0.025382519,-0.4193438872488803,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,49873,2019,49873,57710919,chrisbhaynes,4/12/2019,3:02:27,"Full audio and video version of the latest episode of the Posted Up w/ Chris Haynes Video Podcast with Wizards star @johnwall. An hour-long conversation on hoops and life.

????:  https://podcasts.apple.com/us/podcast/posted-up-with-chris-haynes/id1446252794?i=1000434668193????
????:  https://m.youtube.com/watch?v=BisZE8tF9Mg&feature=youtu.be????",full audio and video version of the late episode of the post up chris haynes video podcast with wizards star johnwall an hour long conversation on hoop and life,0,-4.625929269271485e-18,-1,0.35156548,-0.9201978424245685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,407177,2019,407177,109910925,basketballtalk,3/18/2019,7:00:32,Russell Westbrook suspended for one game after 16th technical??foul https://wp.me/p14QT0-3E5u??,russell westbrook suspend for game after th technical foul,-1,-0.2,-1,-0.8980093370000001,-0.25466366277519237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,332071,2018,332071,201105510,willguillory,1/9/2018,9:21:58,"Rondo already has4 points, 3 rebounds and 7 assists. He's been super active on offense",rondo already has point rebound and assist he be be super active on offense,1,0.09999999999999999,-1,-0.806114882,-0.19381120440878163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,595513,2019,595513,437735138,matt_velazquez,2/7/2019,9:46:40,"Now Giannis with a 3, as if the Bucks weren't killing it on offense already.",now giannis with as if the buck be not kill it on offense already,1,0.0,-1,-0.5523556470000001,0.4793298602672469,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,460517,2019,460517,73834352,fredkatz,1/14/2019,4:14:05,Thomas Bryant plays so damn hard.,thomas bryant play so damn hard,1,-0.2916666666666667,-1,0.09359061699999999,0.9667846743502566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,410294,2019,410294,109910925,basketballtalk,10/3/2018,2:05:22,"Here's some fun reading for you when you have time:

 https://www.newyorker.com/magazine/2017/02/27/why-facts-dont-change-our-minds????",here be some fun reading for you when you have time,1,0.3,1,0.617098331,-0.936742480897583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,29070,2018,29070,251655721,bdawsonwrites,2/27/2018,9:42:13,"Patrick Patterson really needed a shot to go in. Makes a 3, and Russell Westbrook raises his arms at halfcourt and yells in celebration.",patrick patterson really need shot to go in make and russell westbrook raise his arm at halfcourt and yell in celebration,-1,0.2,1,-0.389969826,-0.21053517818425072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,55914,2019,55914,123777284,chrisfedor,5/10/2019,5:43:11,"The complexities of Kyrie Irving, LeBron James, breakups and a blockbuster trade that isn't as lopsided as people think https://www.cleveland.com/cavs/2019/05/kyrie-irving-lebron-james-breakups-and-crazy-trade-rumors-fedors-five-observations.html????",the complexity of kyrie irving lebron james breakup and blockbuster trade that be not as lopsided as people think,-1,0.0,-1,-0.094183385,0.2276466032206299,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,471654,2019,471654,67431944,greglogan1,1/7/2019,14:52:50,Nick Foles leads late??drive to push Eagles past??Bears in NFC wild-card  https://nwsdy.li/2Tz58eJ?? via @Newsday. Really great job by @TomRock_Newsday hits all the high notes.,nick foles lead late drive to push eagle past bear in nfc wild card via newsday really great job by tomrocknewsday hit all the high note,1,0.10200000000000001,1,0.395190954,-0.30015469902569436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,540638,2020,540638,21487022,bytimreynolds,12/29/2019,11:14:51,Embiid just changed jerseys as he gets set to go back in.,embiid just change jersey as he get set to go back in,0,0.0,-1,-0.083732784,-0.7208548976587925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,411839,2019,411839,109910925,basketballtalk,6/29/2018,7:13:07,"Pacers?? Thaddeus Young reads market correctly, reportedly will opt-in to $13.7??million https://wp.me/p14QT0-3yPF??",pacer thaddeus young read market correctly reportedly will opt in to,1,0.1,1,0.7460968490000001,0.27333561759326863,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,470056,2019,470056,67431944,greglogan1,4/7/2019,2:19:36,Nets have become an attractive potential??destination for top free agents  https://nwsdy.li/2KhuMou?? via @Newsday Weterans Ed Davis and Jared Dudley say they field Nets questions from other players and even promote the organization to others. No doubt there is Nets buzz around NBA.,net have become an attractive potential destination for top free agent via newsday weterans ed davis and jared dudley say they field net question from other player and even promote the organization to other no doubt there be net buzz around nba,1,0.16111111111111112,1,-0.556330323,0.2646357190405395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,328250,2018,328250,201105510,willguillory,6/16/2018,2:51:46,This is true but nobody made them throw Kawhi under the bus while he was dealing with his injury. They shouldn't be shocked that this day has come https://twitter.com/mrmichaellee/status/1007696562607226880????,this be true but nobody make them throw kawhi under the bus while he be deal with his injury they should not be shock that this day have come,-1,0.35,-1,0.287512898,0.629044038867121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,599561,2020,599561,209716158,pompeyonsixers,11/9/2019,3:46:57,Trey Burke confident he can help Sixers if called upon | Off the Dribble  https://www.inquirer.com/newsletters/sixers/trey-burke-philadelphia-sixers-denver-nuggets-brett-brown-20191108.html?__vfz=medium%3Dsharebar???? via @phillyinquirer #NBA #Sixers #PhilaUnite #TrustTheProcess,trey burke confident he can help sixers if call upon off the dribble via phillyinquirer nba sixers philaunite trusttheprocess,1,0.5,1,0.712296605,-0.7805481169365995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,177310,2020,177310,17345647,talkhoops,11/15/2019,2:24:43,I?????m sensing you did not read what I wrote because you?????re bringing up stuff I didn?????t write.,im sense you do not read what write because youre bring up stuff didnt write,-1,0.0,1,-0.8646439020000001,-0.7678181050626882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12731,2017,12731,30174658,anthony_chiang,3/5/2017,11:27:41,"Heat blow out Cavaliers as LeBron James, Kyrie Irving sit out to rest. 5 takeaways:  http://heatzone.blog.palmbeachpost.com/2017/03/04/five-takeaways-miami-heat-blow-out-cleveland-cavaliers-as-lebron-james-kyrie-irving-sit-out-to-rest/???????",heat blow out cavalier as lebron james kyrie irving sit out to rest takeaway takeaways miami heat blow out cleveland cavaliers as lebron james kyrie irving sit out to rest,-1,0.0,1,0.03218317,0.4958078174934428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,474797,2018,474797,67431944,greglogan1,6/10/2018,11:36:29,Horribly eerie comment from #Bourdain about Montreal restaurant run by young chefs cooking on standard four-burner electric stove. Says he would ??hang myself?? if I had to do that. It was a joke back then. He was managing whatever depression he was experiencing.,horribly eerie comment from bourdain about montreal restaurant run by young chef cook on standard burner electric stove say he would hang myself if have to do that it be joke back then he be manage whatever depression he be experience,-1,-0.1,-1,0.650453925,-0.7669554907467818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,225147,2018,225147,17345647,talkhoops,1/6/2018,8:23:31,Towns is really rotating well in the first 8 minutes of this????? aaaaaand TATUM!,town be really rotate well in the first minute of this aand tatum,1,0.225,1,-0.35518270700000004,0.3556669029203725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,565417,2020,565417,123332645,kpeltonwbb,6/24/2019,7:14:21,Early hook for Kelsey Mitchell after she was caught on a backdoor cut by the Storm as the Fever bench signaled the play to the team.,early hook for kelsey mitchell after she be catch on backdoor cut by the storm as the fever bench signal the play to the team,-1,0.1,-1,-0.229899883,-0.45229379135158465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,77921,2019,77921,42040091,chris_broussard,4/5/2019,2:02:48,KD leading the Knicks to a title would boost his already tremendous legacy into the stratosphere! https://twitter.com/FOXSports/status/1113818439410507776????,kd lead the knicks to title would boost his already tremendous legacy into the stratosphere,1,0.3333333333333333,1,-0.884015508,-0.725158927664409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,121863,2018,121863,21735948,detnewsrodbeard,6/6/2018,2:28:10,"#Celtics Brad Stevens tells @dandakich of #Michigan's John Beilein as a potential #Pistons coach: ""He?????s one of the best coaches at any level in the world. If he makes the move to the NBA, it?????s not about how good a coach he is; it?????s about how supported he is (by an NBA team).""",celtics brad stevens tell dandakich of michigan john beilein as potential piston coach hes of the good coach at any level in the world if he make the move to the nba its not about how good coach he be its about how support he be by an nba team,1,0.4666666666666666,1,-0.821138829,-0.7786810270711428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,36807,2019,36807,251655721,bdawsonwrites,7/7/2018,3:10:29,"With the trade official, Hamidou Diallo is available to play for the Thunder in today?????s Summer League game. Expectation is that he will play here in Vegas, but might or might not be today.",with the trade official hamidou diallo be available to play for the thunder in todays summer league game expectation be that he will play here in vegas but may or may not be today,0,0.0,-1,-0.24064117699999998,-0.08316212021779146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,49625,2020,49625,57710919,chrisbhaynes,10/16/2019,1:02:24,Yahoo Sources: Portland Trail Blazers center Jusuf Nurkic is switching agents and will sign with Rich Paul of Klutch Sports Group.,yahoo source portland trail blazers center jusuf nurkic be switch agent and will sign with rich paul of klutch sports group,0,0.1375,1,0.6889922620000001,-0.3742818061103165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,464516,2020,464516,38808354,ginamizell,1/27/2020,7:46:38,"Grizzlies have 12 turnovers, but #Suns' poor shooting has not been able to take advantage (six points). Now 8-of-29 from the floor (27.6 percent).",grizzly have turnover but suns poor shooting have not be able to take advantage point now of from the floor percent,-1,0.04999999999999999,-1,-0.5860960479999999,0.7235047944569375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
